,word,sentiment,value
44294,especial,negative,0
44295,especial,positive,0
44296,especial,sadness,0
44297,especial,surprise,0
44298,especial,trust,0
44299,espionage,anger,0
44300,espionage,anticipation,0
44301,espionage,disgust,0
44302,espionage,fear,0
44303,espionage,joy,0
44304,espionage,negative,1
44305,espionage,positive,0
44306,espionage,sadness,0
44307,espionage,surprise,0
44308,espionage,trust,0
44309,espouse,anger,0
44310,espouse,anticipation,0
44311,espouse,disgust,0
44312,espouse,fear,0
44313,espouse,joy,0
44314,espouse,negative,0
44315,espouse,positive,0
44316,espouse,sadness,0
44317,espouse,surprise,0
44318,espouse,trust,0
44319,esprit,anger,0
44320,esprit,anticipation,0
44321,esprit,disgust,0
44322,esprit,fear,0
44323,esprit,joy,0
44324,esprit,negative,0
44325,esprit,positive,1
44326,esprit,sadness,0
44327,esprit,surprise,0
44328,esprit,trust,0
44329,essay,anger,0
44330,essay,anticipation,0
44331,essay,disgust,0
44332,essay,fear,0
44333,essay,joy,0
44334,essay,negative,0
44335,essay,positive,0
44336,essay,sadness,0
44337,essay,surprise,0
44338,essay,trust,0
44339,essayist,anger,0
44340,essayist,anticipation,0
44341,essayist,disgust,0
44342,essayist,fear,0
44343,essayist,joy,0
44344,essayist,negative,0
44345,essayist,positive,0
44346,essayist,sadness,0
44347,essayist,surprise,0
44348,essayist,trust,0
44349,essence,anger,0
44350,essence,anticipation,0
44351,essence,disgust,0
44352,essence,fear,0
44353,essence,joy,0
44354,essence,negative,0
44355,essence,positive,0
44356,essence,sadness,0
44357,essence,surprise,0
44358,essence,trust,0
44359,essential,anger,0
44360,essential,anticipation,0
44361,essential,disgust,0
44362,essential,fear,0
44363,essential,joy,0
44364,essential,negative,0
44365,essential,positive,1
44366,essential,sadness,0
44367,essential,surprise,0
44368,essential,trust,0
44369,essentially,anger,0
44370,essentially,anticipation,0
44371,essentially,disgust,0
44372,essentially,fear,0
44373,essentially,joy,0
44374,essentially,negative,0
44375,essentially,positive,0
44376,essentially,sadness,0
44377,essentially,surprise,0
44378,essentially,trust,0
44379,establish,anger,0
44380,establish,anticipation,0
44381,establish,disgust,0
44382,establish,fear,0
44383,establish,joy,0
44384,establish,negative,0
44385,establish,positive,0
44386,establish,sadness,0
44387,establish,surprise,0
44388,establish,trust,1
44389,established,anger,0
44390,established,anticipation,0
44391,established,disgust,0
44392,established,fear,0
44393,established,joy,1
44394,established,negative,0
44395,established,positive,1
44396,established,sadness,0
44397,established,surprise,0
44398,established,trust,0
44399,establishment,anger,0
44400,establishment,anticipation,0
44401,establishment,disgust,0
44402,establishment,fear,0
44403,establishment,joy,0
44404,establishment,negative,0
44405,establishment,positive,0
44406,establishment,sadness,0
44407,establishment,surprise,0
44408,establishment,trust,0
44409,estate,anger,0
44410,estate,anticipation,0
44411,estate,disgust,0
44412,estate,fear,0
44413,estate,joy,0
44414,estate,negative,0
44415,estate,positive,0
44416,estate,sadness,0
44417,estate,surprise,0
44418,estate,trust,0
44419,esteem,anger,0
44420,esteem,anticipation,0
44421,esteem,disgust,0
44422,esteem,fear,0
44423,esteem,joy,1
44424,esteem,negative,0
44425,esteem,positive,1
44426,esteem,sadness,1
44427,esteem,surprise,0
44428,esteem,trust,1
44429,esthetic,anger,0
44430,esthetic,anticipation,0
44431,esthetic,disgust,0
44432,esthetic,fear,0
44433,esthetic,joy,0
44434,esthetic,negative,0
44435,esthetic,positive,1
44436,esthetic,sadness,0
44437,esthetic,surprise,0
44438,esthetic,trust,0
44439,estimate,anger,0
44440,estimate,anticipation,0
44441,estimate,disgust,0
44442,estimate,fear,0
44443,estimate,joy,0
44444,estimate,negative,0
44445,estimate,positive,0
44446,estimate,sadness,0
44447,estimate,surprise,0
44448,estimate,trust,0
44449,estimation,anger,0
44450,estimation,anticipation,0
44451,estimation,disgust,0
44452,estimation,fear,0
44453,estimation,joy,0
44454,estimation,negative,0
44455,estimation,positive,0
44456,estimation,sadness,0
44457,estimation,surprise,0
44458,estimation,trust,0
44459,estoppel,anger,0
44460,estoppel,anticipation,0
44461,estoppel,disgust,0
44462,estoppel,fear,0
44463,estoppel,joy,0
44464,estoppel,negative,0
44465,estoppel,positive,0
44466,estoppel,sadness,0
44467,estoppel,surprise,0
44468,estoppel,trust,0
44469,estranged,anger,0
44470,estranged,anticipation,0
44471,estranged,disgust,0
44472,estranged,fear,0
44473,estranged,joy,0
44474,estranged,negative,1
44475,estranged,positive,0
44476,estranged,sadness,0
44477,estranged,surprise,0
44478,estranged,trust,0
44479,estrogen,anger,0
44480,estrogen,anticipation,0
44481,estrogen,disgust,0
44482,estrogen,fear,0
44483,estrogen,joy,0
44484,estrogen,negative,0
44485,estrogen,positive,0
44486,estrogen,sadness,0
44487,estrogen,surprise,0
44488,estrogen,trust,0
44489,estuary,anger,0
44490,estuary,anticipation,0
44491,estuary,disgust,0
44492,estuary,fear,0
44493,estuary,joy,0
44494,estuary,negative,0
44495,estuary,positive,0
44496,estuary,sadness,0
44497,estuary,surprise,0
44498,estuary,trust,0
44499,etch,anger,0
44500,etch,anticipation,0
44501,etch,disgust,0
44502,etch,fear,0
44503,etch,joy,0
44504,etch,negative,0
44505,etch,positive,0
44506,etch,sadness,0
44507,etch,surprise,0
44508,etch,trust,0
44509,etching,anger,0
44510,etching,anticipation,0
44511,etching,disgust,0
44512,etching,fear,0
44513,etching,joy,0
44514,etching,negative,0
44515,etching,positive,0
44516,etching,sadness,0
44517,etching,surprise,0
44518,etching,trust,0
44519,eternal,anger,0
44520,eternal,anticipation,0
44521,eternal,disgust,0
44522,eternal,fear,0
44523,eternal,joy,0
44524,eternal,negative,0
44525,eternal,positive,0
44526,eternal,sadness,0
44527,eternal,surprise,0
44528,eternal,trust,0
44529,eternity,anger,0
44530,eternity,anticipation,0
44531,eternity,disgust,0
44532,eternity,fear,0
44533,eternity,joy,0
44534,eternity,negative,0
44535,eternity,positive,0
44536,eternity,sadness,0
44537,eternity,surprise,0
44538,eternity,trust,0
44539,ethanol,anger,0
44540,ethanol,anticipation,0
44541,ethanol,disgust,0
44542,ethanol,fear,0
44543,ethanol,joy,0
44544,ethanol,negative,0
44545,ethanol,positive,0
44546,ethanol,sadness,0
44547,ethanol,surprise,0
44548,ethanol,trust,0
44549,ether,anger,0
44550,ether,anticipation,0
44551,ether,disgust,0
44552,ether,fear,0
44553,ether,joy,0
44554,ether,negative,0
44555,ether,positive,0
44556,ether,sadness,0
44557,ether,surprise,0
44558,ether,trust,0
44559,ethereal,anger,0
44560,ethereal,anticipation,0
44561,ethereal,disgust,0
44562,ethereal,fear,1
44563,ethereal,joy,0
44564,ethereal,negative,0
44565,ethereal,positive,0
44566,ethereal,sadness,0
44567,ethereal,surprise,0
44568,ethereal,trust,0
44569,ethical,anger,0
44570,ethical,anticipation,0
44571,ethical,disgust,0
44572,ethical,fear,0
44573,ethical,joy,0
44574,ethical,negative,0
44575,ethical,positive,1
44576,ethical,sadness,0
44577,ethical,surprise,0
44578,ethical,trust,0
44579,ethics,anger,0
44580,ethics,anticipation,0
44581,ethics,disgust,0
44582,ethics,fear,0
44583,ethics,joy,0
44584,ethics,negative,0
44585,ethics,positive,1
44586,ethics,sadness,0
44587,ethics,surprise,0
44588,ethics,trust,0
44589,ethnography,anger,0
44590,ethnography,anticipation,0
44591,ethnography,disgust,0
44592,ethnography,fear,0
44593,ethnography,joy,0
44594,ethnography,negative,0
44595,ethnography,positive,0
44596,ethnography,sadness,0
44597,ethnography,surprise,0
44598,ethnography,trust,0
44599,etiology,anger,0
44600,etiology,anticipation,0
44601,etiology,disgust,0
44602,etiology,fear,0
44603,etiology,joy,0
44604,etiology,negative,0
44605,etiology,positive,0
44606,etiology,sadness,0
44607,etiology,surprise,0
44608,etiology,trust,0
44609,etiquette,anger,0
44610,etiquette,anticipation,0
44611,etiquette,disgust,0
44612,etiquette,fear,0
44613,etiquette,joy,0
44614,etiquette,negative,0
44615,etiquette,positive,0
44616,etiquette,sadness,0
44617,etiquette,surprise,0
44618,etiquette,trust,0
44619,etymology,anger,0
44620,etymology,anticipation,0
44621,etymology,disgust,0
44622,etymology,fear,0
44623,etymology,joy,0
44624,etymology,negative,0
44625,etymology,positive,0
44626,etymology,sadness,0
44627,etymology,surprise,0
44628,etymology,trust,0
44629,euchre,anger,0
44630,euchre,anticipation,0
44631,euchre,disgust,0
44632,euchre,fear,0
44633,euchre,joy,0
44634,euchre,negative,0
44635,euchre,positive,0
44636,euchre,sadness,0
44637,euchre,surprise,0
44638,euchre,trust,0
44639,eugenics,anger,0
44640,eugenics,anticipation,0
44641,eugenics,disgust,0
44642,eugenics,fear,0
44643,eugenics,joy,0
44644,eugenics,negative,0
44645,eugenics,positive,0
44646,eugenics,sadness,0
44647,eugenics,surprise,0
44648,eugenics,trust,0
44649,eulogy,anger,0
44650,eulogy,anticipation,0
44651,eulogy,disgust,0
44652,eulogy,fear,0
44653,eulogy,joy,0
44654,eulogy,negative,0
44655,eulogy,positive,0
44656,eulogy,sadness,0
44657,eulogy,surprise,0
44658,eulogy,trust,0
44659,euphemism,anger,0
44660,euphemism,anticipation,0
44661,euphemism,disgust,0
44662,euphemism,fear,0
44663,euphemism,joy,0
44664,euphemism,negative,0
44665,euphemism,positive,0
44666,euphemism,sadness,0
44667,euphemism,surprise,0
44668,euphemism,trust,0
44669,euthanasia,anger,0
44670,euthanasia,anticipation,0
44671,euthanasia,disgust,0
44672,euthanasia,fear,1
44673,euthanasia,joy,0
44674,euthanasia,negative,1
44675,euthanasia,positive,0
44676,euthanasia,sadness,1
44677,euthanasia,surprise,0
44678,euthanasia,trust,0
44679,evacuate,anger,0
44680,evacuate,anticipation,0
44681,evacuate,disgust,0
44682,evacuate,fear,1
44683,evacuate,joy,0
44684,evacuate,negative,1
44685,evacuate,positive,0
44686,evacuate,sadness,0
44687,evacuate,surprise,0
44688,evacuate,trust,0
44689,evacuation,anger,0
44690,evacuation,anticipation,0
44691,evacuation,disgust,0
44692,evacuation,fear,0
44693,evacuation,joy,0
44694,evacuation,negative,1
44695,evacuation,positive,0
44696,evacuation,sadness,0
44697,evacuation,surprise,0
44698,evacuation,trust,0
44699,evade,anger,1
44700,evade,anticipation,0
44701,evade,disgust,1
44702,evade,fear,1
44703,evade,joy,0
44704,evade,negative,1
44705,evade,positive,0
44706,evade,sadness,0
44707,evade,surprise,0
44708,evade,trust,0
44709,evaluate,anger,0
44710,evaluate,anticipation,0
44711,evaluate,disgust,0
44712,evaluate,fear,0
44713,evaluate,joy,0
44714,evaluate,negative,0
44715,evaluate,positive,0
44716,evaluate,sadness,0
44717,evaluate,surprise,0
44718,evaluate,trust,0
44719,evanescence,anger,0
44720,evanescence,anticipation,0
44721,evanescence,disgust,0
44722,evanescence,fear,0
44723,evanescence,joy,0
44724,evanescence,negative,0
44725,evanescence,positive,0
44726,evanescence,sadness,1
44727,evanescence,surprise,1
44728,evanescence,trust,0
44729,evangelical,anger,0
44730,evangelical,anticipation,0
44731,evangelical,disgust,0
44732,evangelical,fear,0
44733,evangelical,joy,0
44734,evangelical,negative,0
44735,evangelical,positive,0
44736,evangelical,sadness,0
44737,evangelical,surprise,0
44738,evangelical,trust,0
44739,evangelist,anger,0
44740,evangelist,anticipation,0
44741,evangelist,disgust,0
44742,evangelist,fear,0
44743,evangelist,joy,0
44744,evangelist,negative,0
44745,evangelist,positive,0
44746,evangelist,sadness,0
44747,evangelist,surprise,0
44748,evangelist,trust,0
44749,evangelistic,anger,0
44750,evangelistic,anticipation,0
44751,evangelistic,disgust,0
44752,evangelistic,fear,0
44753,evangelistic,joy,0
44754,evangelistic,negative,0
44755,evangelistic,positive,0
44756,evangelistic,sadness,0
44757,evangelistic,surprise,0
44758,evangelistic,trust,0
44759,evaporation,anger,0
44760,evaporation,anticipation,0
44761,evaporation,disgust,0
44762,evaporation,fear,0
44763,evaporation,joy,0
44764,evaporation,negative,0
44765,evaporation,positive,0
44766,evaporation,sadness,0
44767,evaporation,surprise,0
44768,evaporation,trust,0
44769,evasion,anger,0
44770,evasion,anticipation,0
44771,evasion,disgust,0
44772,evasion,fear,1
44773,evasion,joy,0
44774,evasion,negative,1
44775,evasion,positive,0
44776,evasion,sadness,1
44777,evasion,surprise,0
44778,evasion,trust,0
44779,eve,anger,0
44780,eve,anticipation,0
44781,eve,disgust,0
44782,eve,fear,0
44783,eve,joy,0
44784,eve,negative,0
44785,eve,positive,0
44786,eve,sadness,0
44787,eve,surprise,0
44788,eve,trust,0
44789,evening,anger,0
44790,evening,anticipation,0
44791,evening,disgust,0
44792,evening,fear,0
44793,evening,joy,0
44794,evening,negative,0
44795,evening,positive,0
44796,evening,sadness,0
44797,evening,surprise,0
44798,evening,trust,0
44799,event,anger,0
44800,event,anticipation,0
44801,event,disgust,0
44802,event,fear,0
44803,event,joy,0
44804,event,negative,0
44805,event,positive,0
44806,event,sadness,0
44807,event,surprise,0
44808,event,trust,0
44809,eventful,anger,0
44810,eventful,anticipation,0
44811,eventful,disgust,0
44812,eventful,fear,0
44813,eventful,joy,0
44814,eventful,negative,0
44815,eventful,positive,0
44816,eventful,sadness,0
44817,eventful,surprise,0
44818,eventful,trust,0
44819,eventual,anger,0
44820,eventual,anticipation,1
44821,eventual,disgust,0
44822,eventual,fear,0
44823,eventual,joy,0
44824,eventual,negative,0
44825,eventual,positive,0
44826,eventual,sadness,0
44827,eventual,surprise,0
44828,eventual,trust,0
44829,eventuality,anger,0
44830,eventuality,anticipation,1
44831,eventuality,disgust,0
44832,eventuality,fear,1
44833,eventuality,joy,0
44834,eventuality,negative,0
44835,eventuality,positive,0
44836,eventuality,sadness,0
44837,eventuality,surprise,0
44838,eventuality,trust,0
44839,evergreen,anger,0
44840,evergreen,anticipation,0
44841,evergreen,disgust,0
44842,evergreen,fear,0
44843,evergreen,joy,1
44844,evergreen,negative,0
44845,evergreen,positive,1
44846,evergreen,sadness,0
44847,evergreen,surprise,0
44848,evergreen,trust,1
44849,everlasting,anger,0
44850,everlasting,anticipation,0
44851,everlasting,disgust,0
44852,everlasting,fear,0
44853,everlasting,joy,0
44854,everlasting,negative,0
44855,everlasting,positive,1
44856,everlasting,sadness,0
44857,everlasting,surprise,0
44858,everlasting,trust,0
44859,evermore,anger,0
44860,evermore,anticipation,0
44861,evermore,disgust,0
44862,evermore,fear,0
44863,evermore,joy,0
44864,evermore,negative,0
44865,evermore,positive,0
44866,evermore,sadness,0
44867,evermore,surprise,0
44868,evermore,trust,0
44869,everyday,anger,0
44870,everyday,anticipation,0
44871,everyday,disgust,0
44872,everyday,fear,0
44873,everyday,joy,0
44874,everyday,negative,0
44875,everyday,positive,0
44876,everyday,sadness,0
44877,everyday,surprise,0
44878,everyday,trust,0
44879,evict,anger,0
44880,evict,anticipation,0
44881,evict,disgust,0
44882,evict,fear,0
44883,evict,joy,0
44884,evict,negative,1
44885,evict,positive,0
44886,evict,sadness,1
44887,evict,surprise,0
44888,evict,trust,0
44889,eviction,anger,1
44890,eviction,anticipation,0
44891,eviction,disgust,1
44892,eviction,fear,1
44893,eviction,joy,0
44894,eviction,negative,1
44895,eviction,positive,0
44896,eviction,sadness,1
44897,eviction,surprise,0
44898,eviction,trust,0
44899,evidence,anger,0
44900,evidence,anticipation,0
44901,evidence,disgust,0
44902,evidence,fear,0
44903,evidence,joy,0
44904,evidence,negative,0
44905,evidence,positive,0
44906,evidence,sadness,0
44907,evidence,surprise,0
44908,evidence,trust,0
44909,evident,anger,0
44910,evident,anticipation,0
44911,evident,disgust,0
44912,evident,fear,0
44913,evident,joy,0
44914,evident,negative,0
44915,evident,positive,1
44916,evident,sadness,0
44917,evident,surprise,0
44918,evident,trust,1
44919,evil,anger,1
44920,evil,anticipation,0
44921,evil,disgust,1
44922,evil,fear,1
44923,evil,joy,0
44924,evil,negative,1
44925,evil,positive,0
44926,evil,sadness,1
44927,evil,surprise,0
44928,evil,trust,0
44929,evoke,anger,0
44930,evoke,anticipation,0
44931,evoke,disgust,0
44932,evoke,fear,0
44933,evoke,joy,0
44934,evoke,negative,0
44935,evoke,positive,0
44936,evoke,sadness,0
44937,evoke,surprise,0
44938,evoke,trust,0
44939,evolution,anger,0
44940,evolution,anticipation,0
44941,evolution,disgust,0
44942,evolution,fear,0
44943,evolution,joy,0
44944,evolution,negative,0
44945,evolution,positive,1
44946,evolution,sadness,0
44947,evolution,surprise,0
44948,evolution,trust,0
44949,evolve,anger,0
44950,evolve,anticipation,0
44951,evolve,disgust,0
44952,evolve,fear,0
44953,evolve,joy,0
44954,evolve,negative,0
44955,evolve,positive,0
44956,evolve,sadness,0
44957,evolve,surprise,0
44958,evolve,trust,0
44959,ewe,anger,0
44960,ewe,anticipation,0
44961,ewe,disgust,0
44962,ewe,fear,0
44963,ewe,joy,0
44964,ewe,negative,0
44965,ewe,positive,0
44966,ewe,sadness,0
44967,ewe,surprise,0
44968,ewe,trust,0
44969,exacerbate,anger,0
44970,exacerbate,anticipation,0
44971,exacerbate,disgust,0
44972,exacerbate,fear,0
44973,exacerbate,joy,0
44974,exacerbate,negative,1
44975,exacerbate,positive,0
44976,exacerbate,sadness,0
44977,exacerbate,surprise,0
44978,exacerbate,trust,0
44979,exacerbation,anger,1
44980,exacerbation,anticipation,0
44981,exacerbation,disgust,0
44982,exacerbation,fear,1
44983,exacerbation,joy,0
44984,exacerbation,negative,1
44985,exacerbation,positive,0
44986,exacerbation,sadness,0
44987,exacerbation,surprise,0
44988,exacerbation,trust,0
44989,exacting,anger,0
44990,exacting,anticipation,0
44991,exacting,disgust,0
44992,exacting,fear,0
44993,exacting,joy,0
44994,exacting,negative,1
44995,exacting,positive,0
44996,exacting,sadness,0
44997,exacting,surprise,0
44998,exacting,trust,0
44999,exaggerate,anger,1
45000,exaggerate,anticipation,0
45001,exaggerate,disgust,0
45002,exaggerate,fear,0
45003,exaggerate,joy,0
45004,exaggerate,negative,1
45005,exaggerate,positive,0
45006,exaggerate,sadness,0
45007,exaggerate,surprise,0
45008,exaggerate,trust,0
45009,exaggerated,anger,0
45010,exaggerated,anticipation,0
45011,exaggerated,disgust,0
45012,exaggerated,fear,0
45013,exaggerated,joy,0
45014,exaggerated,negative,1
45015,exaggerated,positive,0
45016,exaggerated,sadness,0
45017,exaggerated,surprise,0
45018,exaggerated,trust,0
45019,exaggeration,anger,0
45020,exaggeration,anticipation,0
45021,exaggeration,disgust,0
45022,exaggeration,fear,0
45023,exaggeration,joy,0
45024,exaggeration,negative,0
45025,exaggeration,positive,0
45026,exaggeration,sadness,0
45027,exaggeration,surprise,0
45028,exaggeration,trust,0
45029,exalt,anger,0
45030,exalt,anticipation,1
45031,exalt,disgust,0
45032,exalt,fear,0
45033,exalt,joy,1
45034,exalt,negative,0
45035,exalt,positive,1
45036,exalt,sadness,0
45037,exalt,surprise,0
45038,exalt,trust,1
45039,exaltation,anger,0
45040,exaltation,anticipation,0
45041,exaltation,disgust,0
45042,exaltation,fear,0
45043,exaltation,joy,1
45044,exaltation,negative,0
45045,exaltation,positive,1
45046,exaltation,sadness,0
45047,exaltation,surprise,0
45048,exaltation,trust,1
45049,exalted,anger,0
45050,exalted,anticipation,0
45051,exalted,disgust,0
45052,exalted,fear,0
45053,exalted,joy,1
45054,exalted,negative,0
45055,exalted,positive,1
45056,exalted,sadness,0
45057,exalted,surprise,0
45058,exalted,trust,1
45059,exam,anger,0
45060,exam,anticipation,0
45061,exam,disgust,0
45062,exam,fear,0
45063,exam,joy,0
45064,exam,negative,0
45065,exam,positive,0
45066,exam,sadness,0
45067,exam,surprise,0
45068,exam,trust,0
45069,examination,anger,0
45070,examination,anticipation,0
45071,examination,disgust,0
45072,examination,fear,1
45073,examination,joy,0
45074,examination,negative,1
45075,examination,positive,0
45076,examination,sadness,0
45077,examination,surprise,1
45078,examination,trust,0
45079,examine,anger,0
45080,examine,anticipation,0
45081,examine,disgust,0
45082,examine,fear,0
45083,examine,joy,0
45084,examine,negative,0
45085,examine,positive,0
45086,examine,sadness,0
45087,examine,surprise,0
45088,examine,trust,0
45089,examiner,anger,0
45090,examiner,anticipation,0
45091,examiner,disgust,0
45092,examiner,fear,0
45093,examiner,joy,0
45094,examiner,negative,0
45095,examiner,positive,0
45096,examiner,sadness,0
45097,examiner,surprise,0
45098,examiner,trust,0
45099,exasperation,anger,1
45100,exasperation,anticipation,0
45101,exasperation,disgust,1
45102,exasperation,fear,0
45103,exasperation,joy,0
45104,exasperation,negative,1
45105,exasperation,positive,0
45106,exasperation,sadness,0
45107,exasperation,surprise,0
45108,exasperation,trust,0
45109,excavate,anger,0
45110,excavate,anticipation,0
45111,excavate,disgust,0
45112,excavate,fear,0
45113,excavate,joy,0
45114,excavate,negative,0
45115,excavate,positive,0
45116,excavate,sadness,0
45117,excavate,surprise,0
45118,excavate,trust,0
45119,excavation,anger,0
45120,excavation,anticipation,1
45121,excavation,disgust,0
45122,excavation,fear,0
45123,excavation,joy,0
45124,excavation,negative,1
45125,excavation,positive,0
45126,excavation,sadness,0
45127,excavation,surprise,1
45128,excavation,trust,0
45129,excavator,anger,0
45130,excavator,anticipation,0
45131,excavator,disgust,0
45132,excavator,fear,0
45133,excavator,joy,0
45134,excavator,negative,0
45135,excavator,positive,0
45136,excavator,sadness,0
45137,excavator,surprise,0
45138,excavator,trust,0
45139,exceed,anger,0
45140,exceed,anticipation,1
45141,exceed,disgust,0
45142,exceed,fear,0
45143,exceed,joy,1
45144,exceed,negative,0
45145,exceed,positive,1
45146,exceed,sadness,0
45147,exceed,surprise,0
45148,exceed,trust,0
45149,exceeding,anger,0
45150,exceeding,anticipation,0
45151,exceeding,disgust,0
45152,exceeding,fear,0
45153,exceeding,joy,0
45154,exceeding,negative,0
45155,exceeding,positive,0
45156,exceeding,sadness,0
45157,exceeding,surprise,0
45158,exceeding,trust,0
45159,excel,anger,0
45160,excel,anticipation,1
45161,excel,disgust,0
45162,excel,fear,0
45163,excel,joy,1
45164,excel,negative,0
45165,excel,positive,1
45166,excel,sadness,0
45167,excel,surprise,1
45168,excel,trust,1
45169,excellence,anger,0
45170,excellence,anticipation,0
45171,excellence,disgust,1
45172,excellence,fear,0
45173,excellence,joy,1
45174,excellence,negative,0
45175,excellence,positive,1
45176,excellence,sadness,0
45177,excellence,surprise,0
45178,excellence,trust,1
45179,excellent,anger,0
45180,excellent,anticipation,0
45181,excellent,disgust,0
45182,excellent,fear,0
45183,excellent,joy,1
45184,excellent,negative,0
45185,excellent,positive,1
45186,excellent,sadness,0
45187,excellent,surprise,0
45188,excellent,trust,1
45189,excepting,anger,0
45190,excepting,anticipation,0
45191,excepting,disgust,0
45192,excepting,fear,0
45193,excepting,joy,0
45194,excepting,negative,0
45195,excepting,positive,0
45196,excepting,sadness,0
45197,excepting,surprise,0
45198,excepting,trust,0
45199,exception,anger,0
45200,exception,anticipation,0
45201,exception,disgust,0
45202,exception,fear,0
45203,exception,joy,0
45204,exception,negative,0
45205,exception,positive,0
45206,exception,sadness,0
45207,exception,surprise,0
45208,exception,trust,0
45209,excerpt,anger,0
45210,excerpt,anticipation,0
45211,excerpt,disgust,0
45212,excerpt,fear,0
45213,excerpt,joy,0
45214,excerpt,negative,0
45215,excerpt,positive,0
45216,excerpt,sadness,0
45217,excerpt,surprise,0
45218,excerpt,trust,0
45219,excess,anger,0
45220,excess,anticipation,0
45221,excess,disgust,0
45222,excess,fear,0
45223,excess,joy,0
45224,excess,negative,1
45225,excess,positive,0
45226,excess,sadness,0
45227,excess,surprise,0
45228,excess,trust,0
45229,excessive,anger,0
45230,excessive,anticipation,0
45231,excessive,disgust,0
45232,excessive,fear,0
45233,excessive,joy,0
45234,excessive,negative,0
45235,excessive,positive,0
45236,excessive,sadness,0
45237,excessive,surprise,0
45238,excessive,trust,0
45239,excessively,anger,0
45240,excessively,anticipation,0
45241,excessively,disgust,0
45242,excessively,fear,0
45243,excessively,joy,0
45244,excessively,negative,0
45245,excessively,positive,0
45246,excessively,sadness,0
45247,excessively,surprise,0
45248,excessively,trust,0
45249,exchange,anger,0
45250,exchange,anticipation,0
45251,exchange,disgust,0
45252,exchange,fear,0
45253,exchange,joy,0
45254,exchange,negative,0
45255,exchange,positive,1
45256,exchange,sadness,0
45257,exchange,surprise,0
45258,exchange,trust,1
45259,excise,anger,0
45260,excise,anticipation,0
45261,excise,disgust,0
45262,excise,fear,0
45263,excise,joy,0
45264,excise,negative,1
45265,excise,positive,0
45266,excise,sadness,0
45267,excise,surprise,0
45268,excise,trust,0
45269,excision,anger,0
45270,excision,anticipation,0
45271,excision,disgust,0
45272,excision,fear,0
45273,excision,joy,0
45274,excision,negative,0
45275,excision,positive,0
45276,excision,sadness,0
45277,excision,surprise,0
45278,excision,trust,0
45279,excitability,anger,0
45280,excitability,anticipation,0
45281,excitability,disgust,0
45282,excitability,fear,0
45283,excitability,joy,0
45284,excitability,negative,0
45285,excitability,positive,0
45286,excitability,sadness,0
45287,excitability,surprise,0
45288,excitability,trust,0
45289,excitable,anger,0
45290,excitable,anticipation,0
45291,excitable,disgust,0
45292,excitable,fear,0
45293,excitable,joy,0
45294,excitable,negative,0
45295,excitable,positive,1
45296,excitable,sadness,0
45297,excitable,surprise,0
45298,excitable,trust,0
45299,excitation,anger,1
45300,excitation,anticipation,1
45301,excitation,disgust,0
45302,excitation,fear,1
45303,excitation,joy,1
45304,excitation,negative,0
45305,excitation,positive,1
45306,excitation,sadness,0
45307,excitation,surprise,1
45308,excitation,trust,0
45309,excite,anger,1
45310,excite,anticipation,1
45311,excite,disgust,0
45312,excite,fear,1
45313,excite,joy,1
45314,excite,negative,0
45315,excite,positive,1
45316,excite,sadness,0
45317,excite,surprise,1
45318,excite,trust,0
45319,excited,anger,0
45320,excited,anticipation,1
45321,excited,disgust,0
45322,excited,fear,0
45323,excited,joy,1
45324,excited,negative,0
45325,excited,positive,1
45326,excited,sadness,0
45327,excited,surprise,1
45328,excited,trust,1
45329,excitement,anger,0
45330,excitement,anticipation,1
45331,excitement,disgust,0
45332,excitement,fear,0
45333,excitement,joy,1
45334,excitement,negative,0
45335,excitement,positive,1
45336,excitement,sadness,0
45337,excitement,surprise,1
45338,excitement,trust,0
45339,exciting,anger,0
45340,exciting,anticipation,1
45341,exciting,disgust,0
45342,exciting,fear,0
45343,exciting,joy,1
45344,exciting,negative,0
45345,exciting,positive,1
45346,exciting,sadness,0
45347,exciting,surprise,1
45348,exciting,trust,0
45349,exclaim,anger,0
45350,exclaim,anticipation,0
45351,exclaim,disgust,0
45352,exclaim,fear,0
45353,exclaim,joy,0
45354,exclaim,negative,0
45355,exclaim,positive,0
45356,exclaim,sadness,0
45357,exclaim,surprise,1
45358,exclaim,trust,0
45359,excluded,anger,0
45360,excluded,anticipation,0
45361,excluded,disgust,1
45362,excluded,fear,0
45363,excluded,joy,0
45364,excluded,negative,1
45365,excluded,positive,0
45366,excluded,sadness,1
45367,excluded,surprise,0
45368,excluded,trust,0
45369,excluding,anger,0
45370,excluding,anticipation,0
45371,excluding,disgust,0
45372,excluding,fear,0
45373,excluding,joy,0
45374,excluding,negative,1
45375,excluding,positive,0
45376,excluding,sadness,1
45377,excluding,surprise,0
45378,excluding,trust,0
45379,exclusion,anger,0
45380,exclusion,anticipation,0
45381,exclusion,disgust,1
45382,exclusion,fear,1
45383,exclusion,joy,0
45384,exclusion,negative,1
45385,exclusion,positive,0
45386,exclusion,sadness,1
45387,exclusion,surprise,0
45388,exclusion,trust,0
45389,excrement,anger,0
45390,excrement,anticipation,0
45391,excrement,disgust,1
45392,excrement,fear,0
45393,excrement,joy,0
45394,excrement,negative,1
45395,excrement,positive,0
45396,excrement,sadness,0
45397,excrement,surprise,0
45398,excrement,trust,0
45399,excretion,anger,0
45400,excretion,anticipation,0
45401,excretion,disgust,1
45402,excretion,fear,0
45403,excretion,joy,0
